strain	date	Nextclade_pango	S1_mutations	clade_membership	country	division	emerging_lineage	epiweek	genbank_accession	host	originating_lab	pango_lineage	recency	region	submitting_lab	author	mlr_lineage_fitness	ace2_binding	immune_escape
OZ373463	2025-11-06	QF.1.1.1	63.00	25C (XFG)	United Kingdom	Scotland	24A	202545	OZ373463	Homo sapiens	West of Scotland Specialist Virology Centre, NHSGGC / Edinburgh Specialist Virology Centre, NHS Lothian	QF.1.1.1	Older	Europe	New Lister Building, Glasgow Royal Infirmary, 10-16 Alexandra Parade, Glasgow G31 2ER, Scotland, United Kingdom / Royal Infirmary of Edinburgh, 51 Little France Crescent, Edinburgh EH16 4SA, Scotland	?		-3.38	1.77
OZ404848	2026-01-13	QF.1.1.1	63.00	25C (XFG)	United Kingdom	England	24A	202602	OZ404848	Homo sapiens		QF.1.1.1	Older	Europe	61 Colindale Avenue, London, NW9 5EQ	?		-3.38	1.77
OZ373286	2025-11-11	QF.1.1.1	63.00	25C (XFG)	United Kingdom	Scotland	24A	202546	OZ373286	Homo sapiens	West of Scotland Specialist Virology Centre, NHSGGC / Edinburgh Specialist Virology Centre, NHS Lothian	QF.1.1.1	Older	Europe	New Lister Building, Glasgow Royal Infirmary, 10-16 Alexandra Parade, Glasgow G31 2ER, Scotland, United Kingdom / Royal Infirmary of Edinburgh, 51 Little France Crescent, Edinburgh EH16 4SA, Scotland	?		-3.38	1.77
USA/MA-MASPHL-15123/2026	2026-01-18	XFG.3.4.1	62.00	25C (XFG)	USA	Massachusetts	24A	202603	PX993557	Homo sapiens		XFG.3.4.1	Older	North America	Massachusetts State Public Health Lab, DPH	Gagne et al	1.02	-2.65	1.88
USA/MA-MASPHL-14774/2025	2025-11-17	XFG.3.4.1	62.00	25C (XFG)	USA	Massachusetts	24A	202547	PX763291	Homo sapiens		XFG.3.4.1	Older	North America	Massachusetts State Public Health Lab, DPH	Gagne et al	1.02	-2.65	1.88
IGS-10285-CVDP-D282BDA8-5C29-4F2C-A9D9-3A24D01BF4FB	2025-10-14	XFG.3.4.1	63.00	25C (XFG)	Germany		24A	202542				QF.7	Older	Europe		?	1.02	-2.65	1.88
IGS-10285-CVDP-A54B6624-60D9-494E-BB3F-237FF48CBCF5	2025-12-08	XFG.3.4.1	63.00	25C (XFG)	Germany		24A	202550				QF.7	Older	Europe		?	1.02	-2.65	1.88
Denmark/DCGC-693209/2025	2025-10-13	XFG.3.4.1	63.00	25C (XFG)	Denmark	Denmark	24A	202542	OZ368842	Homo sapiens	Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark	XFG.3.4.1	Older	Europe	Artillerivej 5, 2300 Copenhagen S	Danish Covid-19 Genome et al	1.02	-3.38	1.77
Denmark/DCGC-693284/2025	2025-10-13	XFG.3.4.1	62.00	25C (XFG)	Denmark	Denmark	24A	202542	OZ368808	Homo sapiens	Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark	XFG.3.4.1	Older	Europe	Artillerivej 5, 2300 Copenhagen S	Danish Covid-19 Genome et al	1.02	-3.38	1.77
IRL/GIRL00089700/2025	2025-12-04	XFG.3.4.1	62.00	25C (XFG)	Ireland	Dublin	24A	202549	PX971373	Homo sapiens		XFG.3.4.1	Older	Europe	University College Dublin, UCD, National Virus Reference Laboratory	Fahey et al	1.02	-2.65	1.88
OZ336796	2025-09-21	XFG.3.4.1	62.00	25C (XFG)	United Kingdom	England	24A	202539	OZ336796	Homo sapiens	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	XFG.3.4.1	Older	Europe	61 Colindale Avenue, London, NW9 5EQ	?	1.02	-3.38	1.77
OZ371114	2025-09-22	QF.4	62.00	25C (XFG)	Slovakia	Slovakia	24A	202539	OZ371114	Homo sapiens	Public Health Authority of the Slovak Republic	QF.4	Older	Europe	Science Park of Comenius University of Bratislava, Ilkovicova 8, 841 04 Bratislava	Sladecek et al		-2.65	1.88
OZ371078	2025-09-22	QF.4	62.00	25C (XFG)	Slovakia	Slovakia	24A	202539	OZ371078	Homo sapiens	Public Health Authority of the Slovak Republic	QF.4	Older	Europe	Science Park of Comenius University of Bratislava, Ilkovicova 8, 841 04 Bratislava	Sladecek et al		-2.65	1.88
OZ371086	2025-09-30	QF.4	62.00	25C (XFG)	Slovakia	Slovakia	24A	202540	OZ371086	Homo sapiens	Public Health Authority of the Slovak Republic	QF.4	Older	Europe	Science Park of Comenius University of Bratislava, Ilkovicova 8, 841 04 Bratislava	Sladecek et al		-2.65	1.88
Denmark/DCGC-693344/2025	2025-11-03	QF.4	62.00	25C (XFG)	Denmark	Denmark	24A	202545	OZ372630	Homo sapiens	Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark	QF.4	Older	Europe	Artillerivej 5, 2300 Copenhagen S	Danish Covid-19 Genome et al		-2.65	1.88
Denmark/DCGC-693320/2025	2025-11-03	QF.4	62.00	25C (XFG)	Denmark	Denmark	24A	202545	OZ372625	Homo sapiens	Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark	QF.4	Older	Europe	Artillerivej 5, 2300 Copenhagen S	Danish Covid-19 Genome et al		-2.65	1.88
IRL/GIRL00080770/2025	2025-11-06	QF.4	62.00	25C (XFG)	Ireland	Dublin	24A	202545	PX634597	Homo sapiens		QF.4	Older	Europe	University College Dublin, UCD, National Virus Reference Laboratory	Fahey et al		-2.65	1.88
IRL/GIRL00080767/2025	2025-11-06	QF.4	62.00	25C (XFG)	Ireland	Dublin	24A	202545	PX634595	Homo sapiens		QF.4	Older	Europe	University College Dublin, UCD, National Virus Reference Laboratory	Fahey et al		-2.65	1.88
IRL/GIRL00080769/2025	2025-11-06	QF.4	62.00	25C (XFG)	Ireland	Dublin	24A	202545	PX634596	Homo sapiens		QF.4	Older	Europe	University College Dublin, UCD, National Virus Reference Laboratory	Fahey et al		-2.65	1.88
IRL/GIRL00079888/2025	2025-11-04	QF.4	62.00	25C (XFG)	Ireland	Dublin	24A	202545	PX634591	Homo sapiens		QF.4	Older	Europe	University College Dublin, UCD, National Virus Reference Laboratory	Fahey et al		-2.65	1.88
IRL/GIRL00079887/2025	2025-11-04	QF.4	62.00	25C (XFG)	Ireland	Dublin	24A	202545	PX634590	Homo sapiens		QF.4	Older	Europe	University College Dublin, UCD, National Virus Reference Laboratory	Fahey et al		-2.65	1.88
OZ352990	2025-10-09	QF.4	61.00	25C (XFG)	United Kingdom	Northern Ireland	24A	202541	OZ352990	Homo sapiens	Regional Virus Laboratory, Belfast Health and Social Care Trust; and: Genomics Core Technology Unit, Queens University Belfast.	QF.4	Older	Europe	Kelvin Laboratories, Royal Hospitals site, Grosvenor Road, Belfast, BT12 6BA; and: Genomics Core Technology Unit, Queens University Belfast, 97 Lisburn Road, Belfast Bt9 7Bl	?		-2.44	1.77
IGS-10285-CVDP-9D481022-9387-4078-B3A8-AB03620AA558	2025-09-29	QF.4	62.00	25C (XFG)	Germany		24A	202540				QF.4	Older	Europe		?		-2.65	1.88
OZ367670	2025-10-25	QF.4	62.00	25C (XFG)	United Kingdom	England	24A	202543	OZ367670	Homo sapiens	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	QF.4	Older	Europe	61 Colindale Avenue, London, NW9 5EQ	?		-3.38	1.77
OZ390202	2025-12-25	QF.4	62.00	25C (XFG)	United Kingdom	Wales	24A	202552	OZ390202	Homo sapiens		QF.4	Older	Europe	Public Health Wales Microbiology Cardiff, University Hospital Wales Cardiff Wales Cf14 4Xw	?		-2.65	1.88
Denmark/DCGC-693668/2026	2026-01-12	QF.4	63.00	25C (XFG)	Denmark	Denmark	24A	202602	OZ412104	Homo sapiens	Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark	QF.4	One month ago	Europe	Artillerivej 5, 2300 Copenhagen S	Danish Covid-19 Genome et al		-2.65	1.88
Denmark/DCGC-693390/2025	2025-11-10	QF.4	62.00	25C (XFG)	Denmark	Denmark	24A	202546	OZ376937	Homo sapiens	Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark	QF.4	Older	Europe	Artillerivej 5, 2300 Copenhagen S	Danish Covid-19 Genome et al		-2.65	1.88
Denmark/DCGC-693406/2025	2025-11-17	QF.4	62.00	25C (XFG)	Denmark	Denmark	24A	202547	OZ376996	Homo sapiens	Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark	QF.4	Older	Europe	Artillerivej 5, 2300 Copenhagen S	Danish Covid-19 Genome et al		-2.65	1.88
OZ392169	2025-12-15	QF.4	63.00	25C (XFG)	Denmark	Denmark	24A	202551	OZ392169	Homo sapiens		QF.4	Older	Europe	Artillerivej 5, 2300 Copenhagen S	Danish Covid-19 Genome et al		-2.65	1.88
USA/2026CV0031/2026	2026-01-11	QF.3	63.00	25C (XFG)	USA	Arizona	24A	202602	PX979714	Homo sapiens		QF.3	Older	North America	Arizona Department of Health Services, Virology/Serology	Le et al		-2.65	1.88
USA/CO-CDPHE-45625969/2025	2025-11-16	QF.3	63.00	25C (XFG)	USA	Colorado	24A	202547	PX832042	Homo sapiens		QF.3	Older	North America	CDPHE SARS-CoV-2 submissions, Genomic Surveillance Program	Matzinger et al		-2.65	1.88
USA/UT-UPHL-260123384087/2026	2026-01-11	QF.3	62.00	25C (XFG)	USA	Utah	24A	202602	PZ005758	Homo sapiens	Utah Public Health Laboratory	QF.3	One month ago	North America	Utah Public Health Laboratory Infectious Disease submission group, Utah Public Health Laboratory	Gupta et al		0.81	0.44
OZ371801	2025-11-11	QF.3	62.00	25C (XFG)	United Kingdom	Wales	24A	202546	OZ371801	Homo sapiens	Originating lab: Wales Specialist Virology Centre Sequencing lab: Pathogen Genomics Unit	QF.3	Older	Europe	Public Health Wales Microbiology Cardiff, University Hospital Wales Cardiff Wales Cf14 4Xw	?		-2.65	1.88
OZ346428	2025-09-23	QF.3	62.00	25C (XFG)	Slovakia	Slovakia	24A	202539	OZ346428	Homo sapiens	Public Health Authority of the Slovak Republic	QF.3	Older	Europe	Science Park of Comenius University of Bratislava, Ilkovicova 8, 841 04 Bratislava	Sladecek et al		-2.65	1.88
OZ390238	2025-12-11	QF.3	62.00	25C (XFG)	United Kingdom	Scotland	24A	202550	OZ390238	Homo sapiens		QF.3	Older	Europe	New Lister Building, Glasgow Royal Infirmary, 10-16 Alexandra Parade, Glasgow G31 2ER, Scotland, United Kingdom / Royal Infirmary of Edinburgh, 51 Little France Crescent, Edinburgh EH16 4SA, Scotland	?		-3.38	1.77
OZ375524	2025-11-19	QF.3	62.00	25C (XFG)	United Kingdom	Scotland	24A	202547	OZ375524	Homo sapiens	West of Scotland Specialist Virology Centre, NHSGGC / Edinburgh Specialist Virology Centre, NHS Lothian	QF.3	Older	Europe	New Lister Building, Glasgow Royal Infirmary, 10-16 Alexandra Parade, Glasgow G31 2ER, Scotland, United Kingdom / Royal Infirmary of Edinburgh, 51 Little France Crescent, Edinburgh EH16 4SA, Scotland	?		-3.38	1.77
OZ404233	2025-12-17	QF.3	62.00	25C (XFG)	United Kingdom	Scotland	24A	202551	OZ404233	Homo sapiens	West of Scotland Specialist Virology Centre, NHSGGC / Edinburgh Specialist Virology Centre, NHS Lothian	QF.3	Older	Europe	New Lister Building, Glasgow Royal Infirmary, 10-16 Alexandra Parade, Glasgow G31 2ER, Scotland, United Kingdom / Royal Infirmary of Edinburgh, 51 Little France Crescent, Edinburgh EH16 4SA, Scotland	?		-2.65	1.88
OZ404223	2025-12-30	QF.3	62.00	25C (XFG)	United Kingdom	Scotland	24A	202553	OZ404223	Homo sapiens	West of Scotland Specialist Virology Centre, NHSGGC / Edinburgh Specialist Virology Centre, NHS Lothian	QF.3	Older	Europe	New Lister Building, Glasgow Royal Infirmary, 10-16 Alexandra Parade, Glasgow G31 2ER, Scotland, United Kingdom / Royal Infirmary of Edinburgh, 51 Little France Crescent, Edinburgh EH16 4SA, Scotland	?		-2.65	1.88
USA/MA-MASPHL-14763/2025	2025-11-17	XFG.3.4.1	62.00	25C (XFG)	USA	Massachusetts	24A	202547	PX763336	Homo sapiens		XFG.3.4.1	Older	North America	Massachusetts State Public Health Lab, DPH	Gagne et al	1.02	-2.65	1.88
Denmark/DCGC-693439/2025	2025-11-17	XFG.3.4.1	62.00	25C (XFG)	Denmark	Denmark	24A	202547	OZ377005	Homo sapiens	Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark	XFG.3.4.1	Older	Europe	Artillerivej 5, 2300 Copenhagen S	Danish Covid-19 Genome et al	1.02	-2.65	1.88
Denmark/DCGC-693087/2025	2025-09-22	XFG.3.4.1	63.00	25C (XFG)	Denmark	Denmark	24A	202539	OZ352464	Homo sapiens	Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark	XFG.3.4.1	Older	Europe	Artillerivej 5, 2300 Copenhagen S	Danish Covid-19 Genome et al	1.02	-2.65	1.88
IGS-10285-CVDP-7566CAA1-8EEB-42F7-93FF-03E840431652	2025-10-13	XFG.3.4.1	63.00	25C (XFG)	Germany		24A	202542				XFG.3.4.1	Older	Europe		?	1.02	-2.65	1.88
IGS-10285-CVDP-FBD3B3AC-D28E-45AA-B948-CA133E9B4292	2025-09-15	XFG.3.4.1	62.00	25C (XFG)	Germany		24A	202538				XFG.3.4.1	Older	Europe		?	1.02	-2.65	1.88
Denmark/DCGC-692968/2025	2025-09-29	XFG.3.4.1	62.00	25C (XFG)	Denmark	Denmark	24A	202540	OZ352328	Homo sapiens	Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark	XFG.3.4.1	Older	Europe	Artillerivej 5, 2300 Copenhagen S	Danish Covid-19 Genome et al	1.02	-2.65	1.88
OZ336603	2025-09-21	XFG.3.4.1	63.00	25C (XFG)	United Kingdom	Wales	24A	202539	OZ336603	Homo sapiens	Originating lab: Wales Specialist Virology Centre Sequencing lab: Pathogen Genomics Unit	XFG.3.4.1	Older	Europe	Public Health Wales Microbiology Cardiff, University Hospital Wales Cardiff Wales Cf14 4Xw	?	1.02	-2.65	1.88
Denmark/DCGC-693091/2025	2025-09-15	XFG.3.4.1	63.00	25C (XFG)	Denmark	Denmark	24A	202538	OZ352370	Homo sapiens	Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark	XFG.3.4.1	Older	Europe	Artillerivej 5, 2300 Copenhagen S	Danish Covid-19 Genome et al	1.02	-2.65	1.88
IGS-10285-CVDP-8FDF4924-B52D-436E-AC0D-A674BA91294A	2026-01-27	XFG.3.4.1	62.00	25C (XFG)	Germany		24A	202604				XFG.3.4.1	One month ago	Europe		?	1.02	-2.65	1.88
OZ405987	2026-01-03	XFG.3.4.1	62.00	25C (XFG)	United Kingdom	Scotland	24A	202553	OZ405987	Homo sapiens	West of Scotland Specialist Virology Centre, NHSGGC / Edinburgh Specialist Virology Centre, NHS Lothian	XFG.3.4.1	Older	Europe	New Lister Building, Glasgow Royal Infirmary, 10-16 Alexandra Parade, Glasgow G31 2ER, Scotland, United Kingdom / Royal Infirmary of Edinburgh, 51 Little France Crescent, Edinburgh EH16 4SA, Scotland	?	1.02	-3.38	1.77
IGS-10285-CVDP-D5A52BCC-1FE9-4B94-8E22-0D5CE0010A21	2025-10-21	XFG.3.4.1	62.00	25C (XFG)	Germany		24A	202543				XFG.3.4.1	Older	Europe		?	1.02	-2.65	1.88
Denmark/DCGC-693107/2025	2025-09-22	XFG.3.4.1	63.00	25C (XFG)	Denmark	Denmark	24A	202539	OZ352470	Homo sapiens	Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark	XFG.3.4.1	Older	Europe	Artillerivej 5, 2300 Copenhagen S	Danish Covid-19 Genome et al	1.02	-2.65	1.88
Denmark/DCGC-692990/2025	2025-09-29	XFG.3.4.1	63.00	25C (XFG)	Denmark	Denmark	24A	202540	OZ352276	Homo sapiens	Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark	XFG.3.4.1	Older	Europe	Artillerivej 5, 2300 Copenhagen S	Danish Covid-19 Genome et al	1.02	-2.65	1.88
Denmark/DCGC-693117/2025	2025-09-22	XFG.3.4.1	62.00	25C (XFG)	Denmark	Denmark	24A	202539	OZ352359	Homo sapiens	Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark	XFG.3.4.1	Older	Europe	Artillerivej 5, 2300 Copenhagen S	Danish Covid-19 Genome et al	1.02	-2.65	1.88
Denmark/DCGC-692863/2025	2025-09-22	XFG.3.4.1	62.00	25C (XFG)	Denmark	Denmark	24A	202539	OZ346017	Homo sapiens	Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark	XFG.3.4.1	Older	Europe	Artillerivej 5, 2300 Copenhagen S	Danish Covid-19 Genome et al	1.02	-2.65	1.88
Denmark/DCGC-693113/2025	2025-09-22	XFG.3.4.1	62.00	25C (XFG)	Denmark	Denmark	24A	202539	OZ352366	Homo sapiens	Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark	XFG.3.4.1	Older	Europe	Artillerivej 5, 2300 Copenhagen S	Danish Covid-19 Genome et al	1.02	-2.65	1.88
Denmark/DCGC-692948/2025	2025-09-22	XFG.3.4.1	62.00	25C (XFG)	Denmark	Denmark	24A	202539	OZ352408	Homo sapiens	Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark	XFG.3.4.1	Older	Europe	Artillerivej 5, 2300 Copenhagen S	Danish Covid-19 Genome et al	1.02	-2.65	1.88
Denmark/DCGC-693017/2025	2025-09-22	XFG.3.4.1	62.00	25C (XFG)	Denmark	Denmark	24A	202539	OZ352345	Homo sapiens	Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark	XFG.3.4.1	Older	Europe	Artillerivej 5, 2300 Copenhagen S	Danish Covid-19 Genome et al	1.02	-2.65	1.88
Denmark/DCGC-693135/2025	2025-09-22	XFG.3.4.1	62.00	25C (XFG)	Denmark	Denmark	24A	202539	OZ352396	Homo sapiens	Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark	XFG.3.4.1	Older	Europe	Artillerivej 5, 2300 Copenhagen S	Danish Covid-19 Genome et al	1.02	-2.65	1.88
OZ392174	2025-12-22	XFG.3.4.1	63.00	25C (XFG)	Denmark	Denmark	24A	202552	OZ392174	Homo sapiens		XFG.3.4.1	Older	Europe	Artillerivej 5, 2300 Copenhagen S	Danish Covid-19 Genome et al	1.02	-2.65	1.88
Denmark/DCGC-693236/2025	2025-10-27	XFG.3.4.1	63.00	25C (XFG)	Denmark	Denmark	24A	202544	OZ368771	Homo sapiens	Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark	XFG.3.4.1	Older	Europe	Artillerivej 5, 2300 Copenhagen S	Danish Covid-19 Genome et al	1.02	-2.65	1.88
Denmark/DCGC-693229/2025	2025-10-20	XFG.3.4.1	62.00	25C (XFG)	Denmark	Denmark	24A	202543	OZ368678	Homo sapiens	Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark	XFG.3.4.1	Older	Europe	Artillerivej 5, 2300 Copenhagen S	Danish Covid-19 Genome et al	1.02	-2.65	1.88
Denmark/DCGC-693327/2025	2025-11-03	XFG.3.4.1	62.00	25C (XFG)	Denmark	Denmark	24A	202545	OZ372668	Homo sapiens	Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark	XFG.3.4.1	Older	Europe	Artillerivej 5, 2300 Copenhagen S	Danish Covid-19 Genome et al	1.02	-2.65	1.88
Denmark/DCGC-693292/2025	2025-10-20	XFG.3.4.1	62.00	25C (XFG)	Denmark	Denmark	24A	202543	OZ368723	Homo sapiens	Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark	XFG.3.4.1	Older	Europe	Artillerivej 5, 2300 Copenhagen S	Danish Covid-19 Genome et al	1.02	-3.38	1.77
Denmark/DCGC-693217/2025	2025-10-20	XFG.3.4.1	62.00	25C (XFG)	Denmark	Denmark	24A	202543	OZ368835	Homo sapiens	Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark	XFG.3.4.1	Older	Europe	Artillerivej 5, 2300 Copenhagen S	Danish Covid-19 Genome et al	1.02	-3.38	1.77
USA/CA-CDPH-500150578/2025	2025-09-19	XFG.3.4.1	63.00	25C (XFG)	USA	California	24A	202538	PX494713	Homo sapiens	TPMG Kaiser Regional	XFG.3.4.1	Older	North America	California Department of Public Health, IDLB VRDL/COVIDNet	Diaz-Cuevas et al	1.02	-2.66	1.90
USA/2025CV00001/2025	2025-12-27	XFG.3.4.1	62.00	25C (XFG)	USA	Arizona	24A	202552	PX873012	Homo sapiens		XFG.3.4.1	Older	North America	Arizona Department of Health Services, Virology/Serology	Zidek et al	1.02	-2.65	1.88
USA/CT-DPH-1343637001/2026	2026-01-01	XFG.3.4.1	62.00	25C (XFG)	USA	Connecticut	24A	202553	PX895051	Homo sapiens		XFG.3.4.1	Older	North America	CT State Public Health Laboratory Submission Group, Katherine A. Kelley State Public Health Laboratory	Incekara et al	1.02	-0.12	0.74
USA/CA-CDPH-500150934/2025	2025-10-13	XFG.3.4.1	62.00	25C (XFG)	USA	California	24A	202542	PX885572	Homo sapiens		XFG.3.4.1	Older	North America	California Department of Public Health, IDLB VRDL/COVIDNet	Diaz-Cuevas et al	1.02	-2.65	1.88
OZ392203	2025-12-22	XFG.3.4.1	62.00	25C (XFG)	Denmark	Denmark	24A	202552	OZ392203	Homo sapiens		XFG.3.4.1	Older	Europe	Artillerivej 5, 2300 Copenhagen S	Danish Covid-19 Genome et al	1.02	-2.65	1.88
OZ390265	2025-12-04	XFG.3.4.1	62.00	25C (XFG)	United Kingdom	Scotland	24A	202549	OZ390265	Homo sapiens		XFG.3.4.1	Older	Europe	New Lister Building, Glasgow Royal Infirmary, 10-16 Alexandra Parade, Glasgow G31 2ER, Scotland, United Kingdom / Royal Infirmary of Edinburgh, 51 Little France Crescent, Edinburgh EH16 4SA, Scotland	?	1.02	-3.38	1.77
IGS-10285-CVDP-F28DE1A2-788D-494C-831B-E4E87332D158	2025-09-25	XFG.3.4.1	62.00	25C (XFG)	Germany		24A	202539				XFG.3.4.1	Older	Europe		?	1.02	-2.65	1.88
IGS-10285-CVDP-979C6C2C-BD01-46A6-928D-93076BA01D50	2025-12-29	XFG.3.4.1	62.00	25C (XFG)	Germany		24A	202553				XFG.3.4.1	Older	Europe		?	1.02	-2.65	1.88
OZ405554	2026-01-06	XFG.3.4.1	62.00	25C (XFG)	United Kingdom	Northern Ireland	24A	202601	OZ405554	Homo sapiens		XFG.3.4.1	Older	Europe	Kelvin Laboratories, Royal Hospitals site, Grosvenor Road, Belfast, BT12 6BA; and: Genomics Core Technology Unit, Queens University Belfast, 97 Lisburn Road, Belfast Bt9 7Bl	?	1.02	-2.65	1.88
IGS-10285-CVDP-4FDFEE00-2257-4AB1-B13C-41190BE3FEF7	2026-01-21	XFG.3.4.1	62.00	25C (XFG)	Germany		24A	202603				XFG.3.4.1	Older	Europe		?	1.02	-2.65	1.88
IGS-10285-CVDP-A54B0D02-42D9-4AFE-8BBF-B735A4CED82D	2026-01-13	XFG.3.4.1	62.00	25C (XFG)	Germany		24A	202602				XFG.3.4.1	Older	Europe		?	1.02	-2.65	1.88
USA/CO-CDPHE-44973909/2025	2025-10-03	QF.5	62.00	25C (XFG)	USA	Colorado	24A	202540	PX474390	Homo sapiens	Colorado Department of Public Health and Environment	QF.5	Older	North America	CDPHE SARS-CoV-2 submissions, Genomic Surveillance Program	Matzinger et al		-2.65	1.88
OZ389883	2025-12-02	QF.5	62.00	25C (XFG)	United Kingdom	Scotland	24A	202549	OZ389883	Homo sapiens		QF.5	Older	Europe	New Lister Building, Glasgow Royal Infirmary, 10-16 Alexandra Parade, Glasgow G31 2ER, Scotland, United Kingdom / Royal Infirmary of Edinburgh, 51 Little France Crescent, Edinburgh EH16 4SA, Scotland	?		-3.38	1.77
IRL/GIRL00072948/2025	2025-10-03	QF.5	62.00	25C (XFG)	Ireland	Cork	24A	202540	PX580418	Homo sapiens		QF.5	Older	Europe	University College Dublin, UCD, National Virus Reference Laboratory	Fahey et al		-2.65	1.88
OZ408577	2025-11-26	QF.5	62.00	25C (XFG)	Slovakia	Slovakia	24A	202548	OZ408577	Homo sapiens	Public Health Authority of the Slovak Republic	QF.5	Older	Europe	Science Park of Comenius University of Bratislava, Ilkovicova 8, 841 04 Bratislava	Sladecek et al		-2.65	1.88
IGS-10285-CVDP-2B8E6DB0-448C-46D6-8F74-ABC13230F334	2025-11-25	QF.5	62.00	25C (XFG)	Germany		24A	202548				QF.5	Older	Europe		?		-2.65	1.88
OZ349002	2025-10-10	QF.5	62.00	25C (XFG)	United Kingdom	England	24A	202541	OZ349002	Homo sapiens	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	QF.5	Older	Europe	61 Colindale Avenue, London, NW9 5EQ	?		-3.38	1.77
